var_0,var_1,var_2,var_3,quality
52,6,37,12,10.524019628088283
51,21,22,26,26.529264610148864
35,4,26,36,7.495079024588796
14,11,20,26,16.894563996438755
43,30,47,21,28.710091116258738
38,44,27,48,33.91172232497898
32,36,21,43,25.60097082554108
50,40,27,8,11.385257925414827
35,20,8,43,7.613661361048425
41,46,46,5,7.340551356923348
41,27,8,35,7.613661361048425
3,42,37,15,3.643359285151712
22,30,20,28,24.270038669231344
48,44,50,43,58.85691633593346
11,6,5,7,3.057279953533447
41,19,5,47,3.306701985466447
32,13,8,19,7.613661361048425
37,16,38,31,24.006137188796988
11,34,11,44,11.771938983616257
43,20,42,39,28.734857967552596
3,20,24,33,3.643359285151712
5,34,23,14,6.380362326438906
3,36,38,39,3.643359285151712
49,9,45,6,8.324136892275655
44,18,28,28,27.952768854241604
30,44,24,30,29.88364207884479
29,36,6,11,4.581829190463551
40,22,14,22,16.030262020784786
47,17,32,4,6.165207432065431
43,28,3,39,1.2798835959636943
31,19,8,5,6.589204287736953
28,29,47,46,38.151141346670045
25,28,14,48,16.030262020784786
22,30,47,18,25.374773974271438
42,32,11,4,6.165207432065431
17,17,51,38,22.432075450549956
45,25,41,52,36.38676152755028
24,10,49,30,14.67533317723123
8,37,4,13,1.8270113957808283
22,39,30,33,29.839532186341643
35,26,32,3,3.521110412390976
35,35,36,4,6.165207432065431
11,46,36,16,14.655902314561603
30,41,4,41,2.0461696335446353
32,15,40,35,22.606158002346284
18,11,50,36,17.41552745921725
30,41,4,45,2.0461696335446353
49,42,32,52,40.825521327880544
23,27,6,21,4.581829190463551
24,25,34,5,7.340551356923348
38,38,31,43,39.52895182022322
14,11,19,33,16.899971809730932
23,26,49,7,10.077242479384134
45,43,19,23,22.828846276237144
17,6,46,6,8.786913675209291
37,33,45,3,3.521110412390976
6,42,7,45,5.408740746744695
52,8,38,47,13.976414705807937
12,18,40,10,12.812888850214808
22,44,16,50,18.743615962788514
42,14,37,28,21.648146448462615
37,50,36,7,10.077242479384134
9,24,49,26,11.945135747096126
38,25,46,33,36.38982137413535
21,12,40,49,17.33518734609464
22,25,17,38,20.305253444436808
50,20,6,20,4.581829190463551
12,28,19,17,15.947779139801225
20,16,6,17,4.581829190463551
21,23,30,52,28.2800172327973
33,43,5,9,3.306701985466447
45,28,6,51,4.581829190463551
42,6,17,13,10.51309113909378
41,32,9,40,9.100079595829946
4,30,5,44,2.4789764673021684
37,31,45,11,15.448635835385595
32,18,36,31,27.961758960465964
29,45,19,49,22.906520752615467
7,39,16,3,3.7725326219514486
44,51,44,26,36.0882862129122
36,33,15,17,17.285239473573633
12,31,22,8,11.668279321619949
18,35,29,14,19.582592154917705
42,29,39,46,41.750767535713614
51,3,15,26,4.323638113811747
31,50,12,39,13.337273309863852
31,26,33,37,37.58304885768449
5,3,28,4,4.4137453414799515
7,7,22,3,4.010519490751262
18,16,12,28,13.337273309863852
13,10,22,12,13.871548264841048
46,28,50,22,31.231408962873296
6,45,45,32,7.710440851639495
8,43,24,49,10.532551802911058
15,3,51,5,4.271504084478388
19,38,10,49,10.382303742576902
13,4,18,24,7.497919117318838
43,26,10,34,10.382303742576902
13,32,34,46,17.4338837230921
18,11,21,25,17.50537955192725
8,39,41,16,10.532551802911058
26,49,50,7,10.077242479384134
12,39,21,17,16.002886700582827
14,11,32,21,16.894563996438755
10,14,39,28,13.30071963065769
6,37,20,11,7.710440851639495
32,22,6,10,4.581829190463551
52,43,11,49,11.771938983616257
25,29,30,16,22.211547987002767
46,32,20,24,24.270038669231344
12,45,46,43,16.002886700582827
8,30,44,46,10.532551802911058
41,7,41,43,12.69841166210317
47,40,10,12,10.347131546509509
33,34,16,9,12.385886441328026
50,34,33,34,42.03554520596125
27,10,37,19,14.675796284432856
49,43,38,19,26.042427643698215
50,52,12,12,13.451759597895721
33,12,30,50,17.338259303406748
31,52,28,30,35.235017019008374
25,42,33,15,20.7828211894305
19,18,16,16,18.71600938321714
5,32,17,16,6.380362326438906
20,14,8,24,7.613661361048425
44,5,24,18,10.118879697428058
9,8,30,26,11.754632424113831
14,11,29,38,16.799391877463602
13,19,45,34,17.4338837230921
46,20,38,16,22.211547987002767
42,4,46,47,7.495081479813766
47,18,15,37,17.285239473573633
14,15,32,17,18.541326800252495
30,13,6,4,3.691405588035336
34,46,19,31,22.906520752615467
29,41,30,34,37.459919027257406
36,8,23,17,13.972972739726394
11,18,8,45,7.613661361048425
4,4,38,14,4.69891889728827
33,15,15,8,11.688188130854192
18,27,18,48,21.425309018493106
25,43,32,34,34.084294903523116
40,36,17,35,20.154154428458536
25,41,41,50,34.124673033991286
51,43,16,46,18.743615962788514
29,10,40,47,14.675383824359432
19,45,22,9,12.40638673476884
51,28,4,26,2.0461696335446353
40,8,30,50,13.976416186930745
36,10,14,45,14.166495465116258
21,36,46,5,7.340551356923348
10,14,21,9,11.071513264698892
24,33,37,14,19.423162995153362
20,16,30,10,13.154049821321847
4,21,37,22,5.030152666954766
47,25,29,10,13.29598592175499
15,47,42,41,20.229309807366498
23,4,51,10,7.497919117318838
19,38,18,24,21.425309018493106
36,6,36,5,6.0010477636349036
15,26,35,17,20.076482315338723
40,16,43,11,15.698997137223804
33,51,49,29,40.14428297228196
39,17,5,20,3.306701985466447
52,49,19,22,22.828846276237144
43,52,26,14,19.423162995153362
48,35,20,8,11.385257925414827
50,10,16,24,14.596073243223172
51,14,47,48,21.648291283051126
25,20,25,43,28.585848307387703
48,45,49,27,37.54410243102061
3,51,37,5,3.567074479475978
26,22,44,9,12.40638673476884
36,23,4,42,2.0461696335446353
43,35,13,29,14.748826161780944
35,11,13,36,15.064335384134283
18,47,19,52,22.159876028041836
51,15,25,30,22.60335422536502
41,8,33,30,13.976415030927182
18,4,5,31,3.1325740803101523
41,48,15,11,15.448635835385595
17,12,50,18,17.331812277308345
22,25,39,6,8.786913675209291
29,12,16,28,17.231790192997583
32,24,49,50,35.15317775247165
14,43,41,23,18.817476941744857
30,21,18,19,21.209764617052745
12,51,42,46,16.002886700582827
48,36,23,46,28.52706852303215
35,51,21,18,24.41479238747868
8,12,28,32,10.525187176755567
44,16,30,10,13.29598592175499
17,23,43,7,10.077242479384134
18,14,37,24,21.301026680233196
45,39,35,10,13.29598592175499
52,42,42,22,31.231408962873296
32,9,47,31,13.777534722048491
20,36,40,29,27.099310934879416
45,24,15,33,17.285239473573633
38,22,44,16,22.211547987002767
23,14,29,50,21.636975762386026
25,18,22,31,26.855371979995013
29,44,43,43,39.51774946780143
32,43,36,9,12.40638673476884
36,41,36,52,46.43569726199563
4,11,50,23,5.043353453454389
13,18,25,9,12.293919459357609
34,49,30,35,38.25801379885806
27,52,29,52,35.50745941278691
27,24,8,33,7.613661361048425
22,3,7,24,4.219701871361579
42,43,52,39,53.51930861808005
41,22,18,49,21.52418364895102
32,15,17,26,19.855950963915213
21,7,21,27,12.699006361207665
4,48,18,48,5.030152666954766
40,33,27,9,12.40638673476884
48,38,12,39,13.337273309863852
23,21,33,33,29.402838476645172
3,18,31,25,3.643359285151712
48,27,37,5,7.340551356923348
14,40,49,5,7.340551356923348
30,44,7,51,6.171741527903025
21,40,10,27,10.382303742576902
21,15,12,5,7.340551356923348
19,36,17,18,19.865314449717747
32,16,45,19,23.922419534651453
17,34,49,34,22.983509433070154
48,49,8,24,7.613661361048425
13,32,29,33,17.4338837230921
9,41,39,23,11.945135747096126
3,22,10,20,3.5906879449036544
33,36,42,14,19.423162995153362
7,9,30,7,8.495144873576727
39,25,45,32,36.3740309764648
22,18,3,52,1.2798835959636943
39,37,25,37,31.087172314398458
33,51,39,50,45.15327945800606
18,41,15,32,17.285239473573633
5,36,31,21,6.380362326438906
38,36,46,19,26.042427643698215
40,8,13,43,14.137086249297994
11,45,14,36,14.047181589168646
16,40,47,39,21.630848065935965
48,48,40,25,34.673262025954195
44,33,49,41,46.614303229836246
20,12,9,28,9.100079595829946
15,4,36,37,7.495051035858074
48,48,40,21,28.710091116258738
22,47,41,48,29.839532186341643
21,12,24,7,10.077242479384134
39,34,42,22,31.231408962873296
50,34,48,49,49.06928396547748
10,7,5,9,3.375801812772352
27,43,29,33,35.50745941278691
21,43,3,37,1.2798835959636943
23,14,47,26,21.636975762386026
34,31,52,45,44.83162742434389
47,34,37,23,31.6144708443828
34,22,24,37,29.82541024861612
17,4,48,21,7.495051035858074
24,22,39,5,7.340551356923348
22,7,10,12,10.305318241763617
31,44,41,51,42.02937057628513
13,17,37,48,17.36405309311188
22,16,37,45,23.99933877818369
11,33,52,49,14.663931188488696
51,3,27,3,3.521110412390976
46,22,3,51,1.2798835959636943
50,5,24,7,9.661403585208495
21,43,12,49,13.337273309863852
47,42,29,36,36.85976981160815
46,8,35,32,13.976414741926211
18,52,31,8,11.385257925414827
17,18,46,41,22.93663283718871
23,17,13,6,8.786913675209291
45,3,38,3,3.521110412390976
19,52,25,35,25.69204183275251
35,19,24,27,27.048070016671712
24,34,3,22,1.2798835959636943
8,32,3,52,1.2798835959636943
32,19,18,21,21.408555636612014
13,42,26,31,17.4338837230921
14,21,25,11,15.831888186535577
7,15,35,40,9.071009128282014
39,44,15,45,17.285239473573633
4,20,31,39,5.030152666954766
52,43,30,21,28.710091116258738
50,14,40,51,21.648291464323346
39,24,37,33,35.16654924254777
16,34,30,35,21.630848065935965
10,49,38,9,11.071513264698892
29,44,39,35,39.51774946780143
6,44,13,39,7.710440851639495
26,37,12,15,13.258291870824687
49,46,51,32,44.89887943197913
28,19,4,38,2.0461696335446353
40,15,6,25,4.581829190463551
8,51,18,45,10.532551802911058
39,27,23,5,7.340551356923348
42,42,49,3,3.521110412390976
45,8,42,41,13.976414700538253
28,24,47,12,16.24646562650957
31,10,43,48,14.675380206659277
34,49,9,15,9.100079595829946
42,34,42,52,49.02815630967227
46,43,10,45,10.382303742576902
15,50,7,22,6.171741527903025
43,32,4,23,2.0461696335446353
28,10,24,7,9.39562653228603
14,42,14,31,15.945530236244624
7,16,52,18,9.071009128282014
12,45,8,36,7.613661361048425
3,51,23,4,3.4181854097950417
35,15,5,12,3.306701985466447
30,5,11,16,9.905580023960699
18,4,51,12,7.489327182360431
38,52,28,21,28.710091116258738
30,4,22,48,7.495028645155432
41,3,41,14,4.322710180678909
43,24,23,10,13.29598592175499
42,11,19,23,17.461142872741032
10,19,23,45,13.296711246863644
42,27,46,36,39.56959868785627
42,49,21,38,25.60097082554108
16,37,13,20,14.748826161780944
20,13,47,26,20.110771617148778
29,11,14,3,3.521110412390976
45,43,35,35,45.39627941075995
27,43,20,51,24.270038669231344
27,23,18,5,7.340551356923348
42,16,3,43,1.2798835959636943
39,25,34,23,31.6144708443828
36,29,42,19,26.042427643698215
16,50,48,30,21.630848065935965
27,12,26,32,17.338609572844888
38,21,19,30,22.906520752615467
36,38,48,31,42.8176097307305
52,17,25,34,24.317023179655195
29,23,48,33,32.73411341222295
29,6,22,50,10.530765844034503
50,41,16,34,18.743615962788514
31,12,37,23,17.33845388995093
13,42,5,9,3.306701985466447
38,27,51,13,18.227273497652114
19,16,17,10,13.154049821321847
8,51,31,49,10.532551802911058
7,16,8,5,5.800488231556189
45,21,22,46,26.638438603903253
23,46,49,34,31.312527020502216
30,27,14,14,16.10690175558222
6,14,51,19,7.710440851639495
49,16,6,3,3.9235778711235643
17,25,17,28,20.069839509655075
41,16,37,37,24.006197221570744
4,10,33,9,4.9683996260209975
19,38,22,11,15.448635835385595
8,21,44,7,8.504988256503001
35,32,50,51,46.87938874087334
22,8,46,39,13.976126437928134
20,21,44,18,24.549146576962702
21,35,48,36,28.500078843938756
35,47,32,23,31.6144708443828
51,19,32,18,23.82396875625225
37,16,47,23,24.011629204485306
50,33,5,42,3.306701985466447
24,9,38,18,13.776922894680038
45,33,32,30,40.162589940062404
29,45,7,11,6.119847358651643
3,27,35,38,3.643359285151712
8,42,42,20,10.532551802911058
50,39,52,12,16.24646562650957
14,26,52,44,18.817476941744857
46,31,28,25,34.50362559071202
6,37,27,28,7.710440851639495
3,32,42,48,3.643359285151712
8,47,31,25,10.532551802911058
36,25,34,19,26.042427643698215
19,19,7,12,6.171741527903025
38,26,8,51,7.613661361048425
8,40,30,42,10.532551802911058
42,48,20,13,18.197175412929568
41,21,28,34,29.83280445739361
28,40,15,18,17.285239473573633
39,4,48,18,7.495028645155432
11,38,30,29,14.663931188488696
3,5,30,50,3.643359285151712
3,50,31,42,3.643359285151712
50,24,38,41,35.164486258786674
47,45,23,50,28.52706852303215
24,34,27,46,32.01967933326902
40,5,3,4,0.812516993742809
45,23,41,6,8.786913675209291
13,7,11,42,11.53984071600657
9,34,28,51,11.945135747096126
42,15,27,9,12.40638673476884
50,48,20,49,24.270038669231344
11,52,49,4,6.165207432065431
41,24,33,6,8.786913675209291
47,22,6,49,4.581829190463551
51,23,14,9,12.385886441328026
11,13,10,45,10.382303742576902
4,23,15,27,5.030152666954766
13,9,5,10,3.306701985466447
8,8,15,24,10.472811080166114
16,37,35,29,21.630848065935965
24,26,18,13,18.197175412929568
24,40,5,3,3.4330335522512936
29,19,51,21,26.977084198955303
42,49,22,39,27.074072341678804
7,12,45,42,9.071009128282014
5,40,30,13,6.380362326438906
30,39,20,47,24.270038669231344
11,44,51,39,14.663931188488696
43,12,41,44,17.338260671534226
12,28,49,39,16.002886700582827
38,42,46,28,39.13950037625863
33,21,30,34,29.883706177597332
25,47,22,3,3.521110412390976
34,13,7,3,3.7290876395858565
50,14,29,6,8.786913675209291
19,14,49,15,20.6500280964308
47,37,38,33,45.27494923654268
27,23,46,25,32.172011268067116
26,30,32,44,35.30205151566138
32,14,29,49,21.648406975711797
5,17,26,3,3.84186713685354
26,42,18,38,21.425309018493106
27,51,19,44,22.906520752615467
13,11,39,51,16.27497216167647
15,8,34,7,9.39562653228603
28,7,12,16,12.508736218074262
33,40,17,18,19.865314449717747
4,34,34,42,5.030152666954766
33,25,35,41,36.40573743291256
50,23,15,3,3.521110412390976
30,25,15,18,17.285239473573633
46,18,39,51,27.962615594176935
6,52,31,11,7.710440851639495
10,8,23,27,12.792837095825837
14,32,10,10,10.284312207550677
3,38,9,48,3.419093075153199
51,35,20,35,24.270038669231344
18,6,7,32,6.128244528666323
51,19,43,36,27.296960983412184
12,47,21,3,3.521110412390976
12,14,28,31,15.924614014293734
35,22,39,38,33.42351682842548
24,19,19,39,22.734487050944022
36,30,8,27,7.613661361048425
51,33,50,16,22.211547987002767
51,33,50,11,15.448635835385595
33,30,17,27,20.154154428458536
45,18,50,7,10.077242479384134
32,42,28,26,34.23077202435771
30,5,11,8,9.413304823605396
21,9,44,33,13.777563503809796
5,43,40,25,6.380362326438906
4,33,33,43,5.030152666954766
18,6,25,19,10.531338604566711
48,22,25,28,31.17945093315083
36,46,48,45,49.330163717619726
49,39,52,7,10.077242479384134
24,21,46,49,29.605035490939972
48,19,34,15,20.7828211894305
46,28,23,27,28.3352486812519
40,13,45,36,20.091511663517803
46,5,41,33,10.119302179053587
40,12,36,46,17.338260823549994
4,17,41,37,5.030152666954766
23,45,35,17,23.18951257063339
28,40,4,35,2.0461696335446353
25,43,32,10,13.154049821321847
7,10,25,11,8.938123139524976
5,52,4,8,1.8270113957808283
26,39,36,9,12.40638673476884
39,26,15,48,17.285239473573633
46,50,44,24,33.33135772953687
37,5,29,49,10.119300299632007
4,3,43,49,3.4998683765814143
6,47,28,44,7.710440851639495
10,19,48,51,13.296711246863644
25,23,47,43,32.091980613249056
33,35,30,45,38.25801379885806
26,31,10,9,9.650300865643462
8,9,39,15,10.290820927812751
5,13,5,35,3.430091222825269
11,12,29,31,14.365955447318722
28,27,19,3,3.521110412390976
45,34,26,39,32.54568610956562
14,34,13,10,12.657152346519425
28,25,38,17,23.18951257063339
6,46,49,29,7.710440851639495
29,39,13,39,14.748826161780944
47,43,24,37,29.88364207884479
47,46,49,52,63.552965098561295
51,8,35,43,13.976414838259986
5,49,42,3,3.84186713685354
34,32,48,47,46.18300745288335
36,48,11,17,11.771938983616257
9,40,22,46,11.945135747096126
21,5,51,50,10.119319544986178
11,38,48,43,14.663931188488696
45,35,11,30,11.771938983616257
22,20,38,10,13.154049821321847
3,34,16,30,3.643359285151712
33,3,26,27,4.32272208780797
29,51,48,7,10.077242479384134
9,18,26,11,11.800535262196409
24,13,21,37,20.064651901943357
51,42,28,30,35.33438885917085
7,7,3,38,1.2798835959636943
50,24,49,7,10.077242479384134
27,52,16,21,18.743615962788514
12,25,8,27,7.613661361048425
15,22,52,9,12.385886441328026
34,38,21,6,8.786913675209291
18,47,52,24,24.382088696957922
15,22,52,4,6.165207432065431
22,14,3,14,1.2798835959636943
50,35,26,8,11.385257925414827
6,9,8,33,6.396198286366627
37,10,9,42,8.903665203423724
22,35,42,38,29.839532186341643
38,40,36,20,27.38858802049817
28,50,23,51,28.52706852303215
36,8,40,29,13.976414645592808
39,12,24,33,17.340167068326227
16,26,3,50,1.2798835959636943
14,29,16,20,17.513666754251254
40,7,25,47,12.69842805083215
11,30,26,3,3.521110412390976
39,25,37,29,36.38243357655241
7,27,21,26,9.071009128282014
44,38,5,24,3.306701985466447
52,17,28,17,23.18951257063339
22,26,45,34,29.839532186341643
3,48,43,45,3.643359285151712
35,34,36,38,45.387442675933684
5,21,6,42,4.011154656346948
13,4,40,31,7.497919117318838
11,48,45,17,14.663931188488696
31,32,45,20,27.38858802049817
15,10,8,43,7.613661361048425
27,41,25,13,18.227273497652114
18,17,47,17,23.076826842185934
20,4,16,40,7.4936185360090315
16,18,13,31,14.748826161780944
28,33,45,22,31.240942185354033
19,15,24,48,22.37978448282067
48,32,16,30,18.743615962788514
23,9,6,17,4.581829190463551
21,44,42,41,28.500078843938756
36,46,10,40,10.382303742576902
21,5,27,28,10.119319544986178
34,16,3,45,1.2798835959636943
45,19,20,29,23.979193838977995
33,28,34,5,7.340551356923348
34,48,22,22,27.125431937715398
12,35,10,4,6.165207432065431
39,37,25,12,16.24646562650957
47,13,51,39,20.09151167456703
28,26,13,49,14.748826161780944
24,38,12,32,13.337273309863852
11,6,19,21,10.60065773982967
26,20,9,36,9.100079595829946
34,9,50,19,13.776282490663872
28,8,3,5,1.3401169286635208
29,7,25,31,12.69842805083215
27,21,35,26,29.83280445739361
5,52,31,44,6.380362326438906
3,46,49,42,3.643359285151712
10,38,40,7,10.09422428497091
16,7,21,16,12.697024278582445
28,8,16,33,14.030514455299306
39,6,39,7,9.730101642950157
34,4,50,50,7.495081479087984
24,4,5,32,3.1325740803101523
50,35,21,48,25.60097082554108
3,11,14,38,3.643359285151712
43,25,37,23,31.6144708443828
20,18,13,29,14.748826161780944
15,40,44,50,20.229309807366498
24,52,43,16,22.211547987002767
43,43,50,14,19.423162995153362
42,17,17,20,20.305253444436808
43,12,49,21,17.33798691405316
13,51,23,49,17.4338837230921
18,35,7,51,6.171741527903025
12,34,3,21,1.2798835959636943
45,15,24,35,22.595738276039352
21,19,17,30,20.154154428458536
50,25,22,12,16.24646562650957
30,10,39,38,14.675383824359432
37,47,6,5,4.217112638954724
23,46,10,4,6.165207432065431
28,29,50,30,38.062515726990874
14,33,28,5,7.340551356923348
27,13,24,41,20.087578823233272
44,26,3,39,1.2798835959636943
17,34,18,32,20.74419468429221
4,6,23,32,5.009172777048504
12,50,31,28,16.002886700582827
45,3,25,14,4.322710180678909
14,42,28,19,18.817476941744857
48,48,45,36,49.53633748404339
30,15,42,32,22.60621770024368
35,4,52,30,7.495081479087984
44,31,17,46,20.154154428458536
25,17,43,32,24.276630928504368
17,28,41,22,22.94159200946562
18,35,45,23,24.382088696957922
13,35,47,5,7.340551356923348
4,45,52,23,5.030152666954766
3,16,18,29,3.643359285151712
14,23,42,8,11.688188130854192
9,42,43,46,11.945135747096126
22,45,5,36,3.306701985466447
36,46,50,6,8.786913675209291
31,43,41,24,33.33135772953687
4,14,21,44,5.043353453454389
21,7,24,6,7.292142117792467
23,26,17,11,15.448635835385595
10,31,29,13,13.296711246863644
47,27,7,35,6.171741527903025
22,44,33,21,27.461429142990273
45,21,32,6,8.786913675209291
33,29,28,40,35.3450480647201
29,17,15,3,3.521110412390976
30,10,9,37,8.903665203423724
18,21,29,4,6.165207432065431
15,49,26,47,20.229309807366498
33,8,27,30,13.976471675562356
20,5,4,8,2.0423497309438505
50,17,49,32,24.2857257976899
32,42,21,22,25.335432245040966
51,52,24,19,25.852269701303044
46,10,51,11,14.120201344252276
8,10,28,47,10.290820927812751
29,44,37,51,39.62140183197864
44,49,12,4,6.165207432065431
36,23,9,28,9.100079595829946
47,39,18,38,21.425309018493106
10,32,14,19,12.89731138035314
26,6,30,4,6.165207432065431
3,46,29,41,3.643359285151712
47,45,45,20,27.38858802049817
45,27,6,47,4.581829190463551
14,6,34,18,10.538684463160356
34,23,51,43,32.75824561541969
46,52,50,30,40.440882023545015
23,9,18,46,13.766063816573466
41,4,35,45,7.495081479087984
21,29,7,43,6.171741527903025
17,36,10,22,10.382303742576902
12,5,33,20,10.164519913417637
14,11,4,40,2.0461696335446353
41,4,44,25,7.4950809488283605
15,52,25,35,20.229309807366498
48,3,14,30,4.323107813590441
49,13,42,18,20.041984826592937
4,23,10,4,4.699724483438887
50,37,21,19,24.316188741373665
37,25,4,42,2.0461696335446353
39,41,30,3,3.521110412390976
46,42,30,30,38.609827515577685
33,16,14,29,15.945530236244624
45,44,34,21,28.710091116258738
34,24,10,44,10.382303742576902
14,39,7,30,6.171741527903025
22,28,8,22,7.613661361048425
4,17,35,44,5.030152666954766
9,33,35,44,11.945135747096126
4,30,46,21,5.030152666954766
19,10,28,45,14.678577181852768
7,10,3,41,1.2798835959636943
30,18,15,3,3.521110412390976
37,45,12,51,13.337273309863852
29,12,51,42,17.338259303406748
16,52,5,15,3.306701985466447
25,6,19,8,9.964638894076545
11,26,23,16,14.655902314561603
44,7,24,22,12.698758493426617
16,40,32,40,21.630848065935965
29,7,16,39,12.71826845056552
33,44,36,37,44.462558724691235
37,5,26,9,10.211133900699487
51,24,6,32,4.581829190463551
25,6,18,21,10.529506347943812
21,19,39,11,15.448635835385595
38,5,5,35,3.428231063742471
8,35,28,18,10.532551802911058
26,29,8,44,7.613661361048425
19,21,9,51,9.100079595829946
15,45,19,22,19.90740025391161
8,18,13,44,10.381608084184055
45,29,17,39,20.154154428458536
37,3,32,8,4.3305448427383775
27,10,14,37,14.166495465116258
5,35,5,36,3.430091222825269
52,19,15,24,17.285239473573633
5,4,3,47,1.3401169286635208
28,48,33,52,38.15143270451085
40,35,21,49,25.60097082554108
7,39,14,23,9.052490136251826
44,49,36,45,46.595456007264325
3,13,15,23,3.643359285151712
5,23,12,35,6.3826500915178555
31,16,17,27,20.017772138667517
9,25,7,17,6.212248725841886
50,43,30,34,38.25801379885806
52,19,10,52,10.382303742576902
48,46,52,6,8.786913675209291
48,12,49,25,17.338259303406748
47,17,14,29,16.030262020784786
12,27,37,7,10.129065772045537
27,5,32,14,10.111942913808692
45,38,44,7,10.077242479384134
20,32,10,14,10.361558739709855
8,25,5,3,3.4330335522512936
11,19,33,50,14.663931188488696
10,46,29,38,13.296711246863644
14,32,30,34,18.817476941744857
4,12,19,32,5.043353453454389
49,29,34,39,41.499294680320006
22,44,13,5,7.340551356923348
50,14,30,37,21.648406975711797
21,24,31,12,16.24646562650957
12,28,26,34,16.002886700582827
36,52,45,29,40.217063338673
11,10,25,46,13.436779696766973
11,25,31,18,14.663931188488696
41,3,30,19,4.322718463891639
34,26,23,5,7.340551356923348
7,29,6,43,4.806710728376717
18,52,41,15,20.2454623541834
35,13,22,43,20.07608251008375
10,24,5,8,3.28538079418939
4,21,33,51,5.030152666954766
28,22,30,31,33.46089394475756
9,12,52,31,11.834562812192878
42,43,14,37,16.030262020784786
40,46,46,14,19.423162995153362
3,28,12,25,3.643359285151712
34,12,22,33,17.340167068326227
30,12,5,27,3.306701985466447
28,17,14,40,16.030262020784786
39,34,45,17,23.18951257063339
30,9,19,20,13.771166627299712
9,40,40,28,11.945135747096126
16,3,23,24,4.322577653941094
9,10,51,29,11.562653384771476
20,32,37,25,27.099310934879416
50,48,49,18,25.6867927737633
42,24,12,41,13.337273309863852
37,43,36,7,10.077242479384134
22,4,7,48,5.469486597555856
4,9,44,46,4.9683996260209975
4,20,13,36,4.9683996260209975
39,43,30,38,38.25801379885806
13,27,52,18,17.4338837230921
46,6,21,3,4.876045005496439
21,35,19,37,22.906520752615467
28,24,6,25,4.581829190463551
47,22,16,10,13.154049821321847
4,20,32,25,5.030152666954766
20,42,51,24,27.099310934879416
4,36,45,22,5.030152666954766
39,29,32,11,15.448635835385595
28,49,26,45,32.54568610956562
19,47,25,8,11.385257925414827
32,22,4,18,2.0461696335446353
40,39,44,17,23.18951257063339
51,7,31,8,11.490649698039807
44,29,22,34,27.074072341678804
20,41,14,21,16.030262020784786
6,13,23,18,7.710440851639495
44,32,34,11,15.448635835385595
51,30,14,31,16.030262020784786
51,36,11,7,10.402528018909647
7,11,25,8,8.890909740395275
30,42,39,20,27.38858802049817
18,13,15,45,17.102545101764694
37,22,32,44,33.43093661634995
6,6,6,4,3.5254310005745215
49,17,52,12,16.24646562650957
46,36,38,52,48.5734038706964
14,46,14,12,15.415597363968416
31,40,38,43,41.951760171039155
51,50,47,3,3.521110412390976
41,12,39,12,16.24646562650957
23,12,29,32,17.33767565737961
13,14,5,22,3.306701985466447
8,15,7,19,6.212248725841886
12,35,37,12,15.30216163152386
43,18,17,24,20.14445941124624
12,29,20,37,15.947779139801225
22,22,27,20,26.506278026126157
3,31,4,50,1.5236627024412495
3,39,16,7,3.5906879449036544
27,30,49,23,31.35706882372522
16,51,7,4,4.93849594610304
34,24,45,13,18.227273497652114
24,3,12,33,4.326291726108216
6,39,23,3,3.809425830925423
26,52,18,9,12.40638673476884
15,4,45,9,7.477842253520352
41,40,37,39,47.66086066204629
24,42,30,18,25.6867927737633
10,15,40,14,13.257361886713332
42,27,30,7,10.077242479384134
15,52,38,37,20.229309807366498
36,47,47,46,49.330163717619726
28,10,32,37,14.675376588965666
4,25,47,35,5.030152666954766
35,30,31,22,31.231408962873296
9,39,16,36,11.92194083112208
31,13,8,27,7.613661361048425
35,18,50,9,12.40638673476884
19,47,32,10,13.154049821321847
3,6,21,6,3.643359285151712
8,20,12,8,10.093171300776206
38,47,31,26,36.02167362904702
43,9,4,50,2.0461696335446353
8,19,40,39,10.532551802911058
45,39,42,25,34.673262025954195
28,27,19,27,22.906520752615467
33,49,28,51,35.3450480647201
36,41,34,12,16.24646562650957
23,32,6,18,4.581829190463551
50,37,39,42,50.728070018334684
22,5,36,17,10.119319544986178
44,39,29,34,36.85976981160815
36,28,15,29,17.285239473573633
48,29,47,35,41.77410506244173
45,21,4,48,2.0461696335446353
27,32,3,41,1.2798835959636943
29,26,8,41,7.613661361048425
33,15,51,37,22.606158002346284
6,51,8,25,6.373842116749458
3,37,10,8,3.584584826978124
39,48,36,49,46.595456007264325
18,16,34,46,23.19383463878759
12,45,33,29,16.002886700582827
3,51,35,20,3.643359285151712
19,31,46,6,8.786913675209291
30,47,22,50,27.074072341678804
13,24,40,8,11.861999390597646
45,35,16,41,18.743615962788514
7,40,31,32,9.071009128282014
8,13,18,7,8.504988256503001
19,9,16,27,13.735717372609964
12,3,11,21,4.343358730405072
12,37,4,36,2.0461696335446353
44,50,16,42,18.743615962788514
50,3,11,12,4.343358730405072
41,16,10,38,10.382303742576902
43,11,47,13,16.901309427041877
28,41,12,11,12.74389059969853
40,43,29,14,19.423162995153362
40,41,7,21,6.171741527903025
25,46,43,6,8.786913675209291
24,7,30,23,12.698510656361133
16,15,16,4,6.165207432065431
50,15,4,28,2.0461696335446353
22,36,40,4,6.165207432065431
10,24,49,45,13.296711246863644
26,36,34,32,35.27852427812608
46,17,18,46,21.981473649414855
8,52,8,14,7.613661361048425
