var_0,var_1,var_2,var_3,var_4,var_5,var_6,quality
52,11,42,32,26,5,12,0.009795919726300693
29,45,24,38,25,12,42,15.80782478793746
41,4,42,8,5,27,29,-21.187919953968773
52,33,12,47,5,24,51,-21.18779117617846
23,52,25,8,20,37,19,14.795911195362516
30,17,38,46,39,32,38,39.84321871452793
41,40,50,41,11,51,7,7.470091691691105
27,44,45,40,23,40,8,8.90411067160163
52,24,50,23,51,33,7,7.470091983741768
23,41,29,27,4,21,23,-21.191507579774882
37,49,18,26,48,52,31,24.120468284383556
22,43,39,11,48,7,27,-21.189443264248016
16,39,25,17,44,47,26,20.872004050918797
5,8,47,34,40,6,7,-21.19039725032899
30,18,41,35,32,36,12,14.114012172717368
27,3,11,32,14,13,46,13.922185742795017
25,15,28,36,29,33,15,18.3772931494037
9,37,32,50,17,14,7,1.6162606126649113
9,17,33,24,38,31,35,1.6162606126649113
11,48,13,23,10,10,4,3.71278557529132
16,47,50,34,12,27,13,15.635844558962681
32,40,46,32,24,44,31,32.793041379893964
21,31,20,50,7,11,51,-21.192365237977363
17,24,17,14,33,7,29,-21.189322341217036
3,16,11,34,8,40,18,-21.644100847438054
11,28,10,50,39,38,51,4.865260069662167
46,27,47,21,26,37,48,32.609505173600446
22,46,4,42,41,51,44,5.010433576379206e-05
9,51,8,16,48,16,25,-21.191654990275616
24,44,37,39,23,48,21,26.894899501045796
44,18,10,15,43,43,18,13.029414548769305
5,43,39,34,20,31,9,-10.634716103865976
26,12,27,46,34,30,14,16.83325220713029
26,40,52,38,40,5,51,0.009796561841979468
37,32,52,29,3,45,34,-21.190332757274824
44,5,19,29,31,43,30,24.850569873453892
15,49,4,16,6,44,40,5.010488903451975e-05
45,4,39,41,14,32,42,19.564350898315436
5,17,11,13,5,14,4,-21.186475458590277
10,31,47,41,9,13,39,-21.191044591688645
49,27,47,36,22,23,10,11.391300363273311
39,29,41,45,41,46,16,19.606429941089864
22,50,43,13,18,19,20,21.656270591945752
37,11,13,19,11,20,46,15.8359782364036
39,23,22,27,34,14,10,11.405217206412285
40,32,15,36,22,48,27,19.854552726398662
14,50,41,50,30,11,44,14.244794082654035
16,20,20,23,25,25,45,20.902840947159312
7,26,18,25,34,21,6,6.2329139157445415
48,5,7,47,41,47,18,-21.189330832369727
10,16,3,3,17,4,36,0.007889319066083813
41,40,41,35,30,5,49,0.009796561854045427
21,8,36,7,51,33,48,13.419275111682117
24,15,46,30,52,51,38,32.01559836622646
5,15,40,4,9,37,18,-10.687019074382906
18,14,11,35,22,8,46,-21.189327209229972
51,42,32,36,28,27,19,23.480110286190406
36,38,27,29,8,10,46,12.434446146783547
26,50,19,6,7,34,22,-21.192074447837605
28,39,38,15,41,14,5,4.786443686238179
23,23,35,25,10,33,16,16.10729497741391
4,8,24,43,30,7,37,-21.202716342552712
24,7,6,45,31,10,41,-21.18931645922049
26,43,10,3,51,13,35,4.204136291679013
34,27,11,50,34,48,38,14.400558573996346
7,4,24,44,29,32,20,8.569515030065865
50,36,45,39,40,44,16,19.606429947485772
23,31,30,6,41,12,7,7.465953179032311
20,26,13,4,30,14,22,9.065226006807828
32,25,16,34,4,48,36,-21.19150699150454
8,10,22,29,45,18,20,9.957058615410805
28,24,46,7,8,31,33,-10.587721383609981
27,24,39,24,50,23,52,30.901173225745772
21,24,17,48,39,47,6,6.215928648028568
21,12,24,51,21,6,49,-21.189316807943747
33,24,52,32,49,35,28,36.49403299729714
29,51,8,5,15,42,10,-21.19453135573303
4,6,18,17,18,42,39,-21.1754204056832
45,7,23,35,22,44,6,6.215947655642686
16,29,34,34,4,13,42,-21.19158713390102
13,40,38,35,21,20,46,16.736710021075734
46,6,35,28,33,38,30,26.203315327741464
51,46,35,17,22,46,33,27.14039708208348
7,26,19,4,39,11,6,6.327654351704417
32,52,52,32,29,31,38,39.3847602636739
7,30,6,10,46,48,12,-21.17966611155828
15,50,9,34,23,50,32,-10.587541706370262
52,6,37,22,25,44,9,10.21213884424777
35,29,51,33,32,37,4,3.737419566454462
10,10,21,46,4,51,42,-21.191049823124498
43,37,17,40,26,12,46,15.807818406597585
16,47,14,42,45,17,31,17.898759380284037
3,49,19,12,13,36,36,-21.644100847438054
25,38,41,52,4,37,45,-21.19150745951168
30,38,32,42,22,15,46,19.95043594677454
31,50,9,22,49,30,43,-10.587504859982598
17,34,12,43,11,7,34,-21.189301268382415
52,37,40,52,21,24,20,25.599758921954123
21,16,25,51,3,24,16,-21.19038896193463
19,48,33,30,19,40,30,24.345151311920546
17,37,20,21,38,39,4,3.737421478563251
39,41,48,37,16,25,7,7.470091691786747
12,14,50,14,50,28,20,15.53283982115792
27,7,38,45,5,41,31,-21.18804562696219
30,43,38,26,44,37,17,20.967931888949117
17,25,9,7,46,28,24,-10.588234071078825
27,34,20,27,8,32,22,-10.586875359647
13,3,47,17,7,39,36,-21.19202171509411
25,3,49,24,45,40,3,1.6138321217600677
20,44,28,18,27,16,22,21.273158321439084
48,45,10,31,8,6,27,-21.1893150130964
45,20,28,13,3,37,16,-21.19039357016794
40,23,40,11,33,28,36,4.865260069662167
51,5,30,39,22,22,8,8.904126686487432
27,52,29,41,12,13,3,1.6137435300230893
20,52,33,28,19,17,13,15.576032346801568
14,11,45,36,21,45,45,18.185422002680877
37,45,13,40,32,27,27,17.15679085323421
29,47,21,10,7,9,10,-21.191199450005495
25,52,4,23,4,45,13,5.0108375411088685e-05
46,19,14,5,13,36,20,10.688911529997538
6,52,9,33,41,47,12,7.109335307174162
3,43,21,8,47,43,7,-20.795225161880406
17,22,9,22,41,22,39,-10.587486137029066
29,35,44,32,46,7,6,-21.177236858730705
8,28,18,31,18,41,5,4.732695924707586
24,33,16,49,48,13,22,17.15691576557186
43,10,25,39,16,18,28,21.453285956808468
22,48,40,28,25,22,49,28.294911358560658
26,19,13,14,3,27,36,-21.19046049001346
32,52,47,6,3,26,39,-21.189609310851516
30,21,3,4,52,52,19,4.9808544977821946e-05
10,39,24,38,52,43,26,3.304708763997032
31,45,49,43,23,39,25,30.758647695433602
13,31,16,21,38,38,3,1.6137521149319942
42,37,5,8,25,38,51,0.009797873302324057
49,46,29,8,6,26,13,-10.587650533173257
26,27,9,49,42,34,49,-10.587504844452894
27,15,37,11,15,30,52,4.865260069662167
37,13,15,43,14,30,51,18.56279706887678
4,8,10,38,8,48,46,-21.1754204056832
42,3,13,49,34,23,34,17.143045149551394
21,17,10,23,3,42,36,-21.189316575516923
52,33,42,37,35,42,39,47.13372668340719
23,45,51,9,50,31,47,1.6162606126649113
45,7,16,14,35,32,36,21.028059632099705
47,20,33,45,10,28,18,16.053676421766887
3,29,20,11,23,17,11,-21.644100847438054
9,5,7,19,8,14,19,-21.191825225841658
44,45,26,38,48,19,5,4.765372575112051
39,11,30,45,14,35,51,19.695450625020126
16,38,45,37,39,22,25,20.872004050918797
33,47,46,17,31,17,26,22.681056090375307
31,30,9,6,39,10,40,-21.19091716571569
29,6,36,32,25,44,42,26.20142842388583
45,48,23,49,48,34,44,31.034538940506483
6,12,48,25,4,6,39,-21.182273042940544
17,40,44,23,12,40,44,17.315966898629593
20,51,42,18,42,28,13,15.469349161854941
16,24,52,9,26,34,10,1.6162606126649113
31,14,8,3,10,37,39,-21.200566217409314
6,17,29,19,5,7,32,-21.182273042940544
48,25,14,31,19,25,16,18.17407853958563
50,11,10,17,25,34,33,13.041543315090449
12,36,48,32,48,30,36,15.53283982115792
41,33,43,11,38,43,44,4.865260069662167
28,27,39,15,17,5,9,0.009805571937322824
52,20,52,23,34,39,28,35.190680632876145
3,8,52,17,4,11,8,-20.795225161880406
47,20,11,38,24,52,31,14.400559335771138
23,17,37,35,8,8,47,-21.18931492582023
43,18,39,12,41,43,51,20.434812639818727
14,49,16,39,26,52,16,17.866460017496912
35,52,29,33,39,25,40,33.836550222568995
19,47,25,26,12,48,19,17.46248489922613
48,17,5,33,42,23,16,0.009796686139933439
27,10,43,32,46,24,8,8.904086346187324
29,25,25,9,48,21,15,1.6162606126649113
4,51,14,43,3,11,13,-21.203664835994207
34,45,13,43,15,4,42,5.010432983279453e-05
28,32,5,14,13,22,21,0.009796575086620228
37,43,31,7,17,42,22,13.486676234716604
42,38,52,47,50,34,16,19.606429947969904
30,19,51,23,46,45,23,29.346173227219932
26,42,30,43,5,9,46,-21.18931501522963
7,19,41,4,45,8,27,-21.18981068639563
28,45,44,17,4,18,9,-21.19115079628154
36,12,5,28,13,41,40,0.009796561602200639
12,35,10,5,47,26,24,10.47934261881525
39,39,44,26,9,32,36,15.085217675057619
25,36,45,9,29,32,29,1.6162606126649113
52,8,27,37,35,3,21,5.010433359663916e-05
16,41,20,32,25,22,39,20.978010331704205
10,9,14,25,12,13,12,3.304708763997032
44,6,4,49,51,48,43,5.0104353693571e-05
17,14,27,17,38,19,32,22.10360653064672
32,36,43,39,49,49,19,23.480113598870997
5,33,25,7,25,33,22,-10.642264520520952
21,45,6,6,45,18,31,-21.1919944526098
44,52,20,22,30,44,4,3.7374195618506705
33,33,49,44,32,44,8,8.90411071171483
25,22,40,50,12,40,14,15.908040844638995
31,27,19,32,17,24,21,22.862235085947614
32,20,48,3,26,25,27,4.204136291679013
6,47,51,25,35,30,22,0.009885207023657526
37,33,34,48,23,39,34,31.605562922823076
7,12,49,10,30,38,14,3.3808156886308782
48,41,26,52,44,42,28,34.68572045767319
33,21,27,42,27,7,47,-21.189315023872382
47,28,15,41,26,31,34,19.9294527680398
47,27,48,23,22,30,19,23.48046111132645
32,13,31,35,18,29,24,24.626951982000072
11,20,51,14,35,45,17,4.865260069662167
43,44,22,15,41,13,14,16.101659528668
38,34,32,50,40,27,48,36.6157436685147
18,19,52,5,6,8,35,-21.195437890530457
33,26,21,12,32,34,47,20.486786033267492
42,50,11,24,22,34,28,14.400560534059831
33,20,8,19,21,3,38,5.0104326951177314e-05
4,39,22,52,52,41,22,-21.1754204056832
36,49,23,30,15,35,20,20.836801639416176
13,14,5,27,44,44,20,0.009797257559975039
46,9,24,10,11,49,20,3.304708763997032
52,31,40,8,41,50,29,14.795911195362516
28,45,52,33,5,34,12,-21.187667752272922
10,52,27,5,11,36,26,3.304708763997032
4,21,15,4,19,4,14,4.978556816008665e-05
4,37,32,35,45,40,15,-21.1754204056832
36,51,43,50,41,13,48,17.160925860390787
12,14,27,36,16,52,48,15.53283982115792
29,43,41,6,18,7,39,-21.191352564809335
28,20,19,7,20,13,3,1.612252321883479
19,43,22,13,16,7,27,-21.189330437172742
17,4,21,9,9,40,7,1.6162606126649113
49,7,12,44,47,18,40,15.796333574723489
46,44,15,32,17,26,6,6.2159284322546196
49,42,48,43,37,9,23,-10.587504893898585
24,44,45,18,8,51,51,-10.586875334598131
30,11,50,18,34,31,9,10.211725420082333
38,11,15,44,45,48,30,19.93944606700571
5,31,24,18,42,20,44,-10.642264520520952
6,38,5,42,27,28,28,5.01401431794076e-05
35,43,41,19,18,8,24,-21.189315129651806
51,43,47,33,44,22,33,29.66750930855148
17,49,45,41,50,21,37,22.269631434038743
27,19,50,4,26,35,23,9.065226006807828
41,7,4,27,12,17,19,5.010424928152312e-05
20,47,33,13,39,46,31,21.610864745582184
16,50,5,49,12,52,35,0.009796696179336662
22,11,48,8,12,40,9,10.154827301032343
35,37,21,38,31,52,19,23.382970595828102
17,30,38,24,38,36,18,21.651174512096762
9,22,27,19,8,38,36,-21.191654990275616
52,4,51,40,17,19,30,22.450886396831738
17,23,21,22,29,16,49,20.723942790058487
32,31,9,49,40,31,21,-10.587505748421592
33,28,25,30,28,31,51,33.647594594566165
28,9,31,20,34,44,52,28.843838217415154
45,35,26,7,27,22,36,13.419275111682117
49,13,46,16,25,33,47,25.838764545801496
7,12,30,36,8,25,18,8.569515030065865
24,31,7,12,33,31,28,-21.189344819536704
12,22,24,21,48,35,23,15.53283982115792
41,28,41,38,44,24,21,27.00774726705172
47,52,28,40,49,47,51,37.97241383955923
6,22,52,6,11,21,38,0.009885207023657526
10,30,43,29,26,39,28,3.304708763997032
32,52,12,15,50,16,3,1.6137490470245737
27,3,22,5,46,37,22,10.688911529997538
30,18,32,15,40,45,43,24.070021711248636
48,7,24,47,11,35,14,15.708726755344967
40,13,15,6,41,52,46,12.160789723833492
8,28,7,27,35,17,35,-21.177808719129068
20,30,8,12,48,5,23,0.00979652778786082
9,37,19,52,14,9,43,-10.591159428469046
48,32,11,4,7,46,11,-21.185033206099494
20,32,14,9,49,7,20,-21.189731570446888
34,17,42,29,18,46,37,24.686726603643912
51,44,3,13,43,30,32,5.0104465938634795e-05
30,42,6,38,52,19,42,-21.189315026425426
13,29,42,3,19,46,37,4.204136291679013
4,45,18,9,17,18,30,-21.175420736786272
15,10,7,33,48,35,28,-21.18941397940704
32,22,25,23,3,41,6,-21.17723688140521
38,27,48,32,49,42,50,46.89350082390488
19,46,10,35,21,33,26,13.038157824410684
26,25,51,50,6,44,31,-10.587713822818909
33,25,25,33,46,14,6,6.215928431806553
28,3,24,46,36,18,50,20.5850305545351
27,35,51,19,48,44,46,30.053066551647312
31,17,14,19,34,13,46,17.17461030248736
27,13,29,34,13,32,13,15.865706271034034
21,50,10,50,38,34,43,13.040653324454322
5,34,22,51,33,33,14,-10.642264520520952
10,29,20,17,10,30,47,3.304708763997032
16,19,6,42,50,5,25,0.009796672492964679
36,4,25,41,28,36,40,23.456124443536527
37,13,7,31,51,50,23,-21.189314931797448
5,49,26,48,49,28,22,-10.642264520520952
29,20,27,21,31,50,28,32.577955136144055
46,45,32,52,32,15,38,19.95042866579588
35,9,5,39,5,5,6,-21.0676384561682
41,35,35,43,44,29,6,6.215928431995891
41,49,19,41,3,15,43,-21.190364033487967
42,27,22,45,14,51,40,19.683205075487013
31,18,40,25,49,52,29,37.07344957986617
7,22,20,15,20,17,5,4.761049836306256
11,12,28,20,39,19,27,4.865260069662167
51,27,42,40,44,19,41,25.51453032288995
52,24,45,50,47,24,40,32.46105256900559
51,13,15,18,25,13,11,12.49842028879198
43,16,25,31,38,8,41,-21.189315024582267
27,37,37,51,20,6,18,-21.1893268133896
26,48,22,38,5,32,44,-21.18804564067424
4,36,32,15,22,28,51,-21.1754204056832
9,33,36,13,17,30,5,1.6162606126649113
9,45,8,41,51,45,34,-21.191654990275616
31,18,29,5,14,27,22,10.726493395116636
27,34,16,9,27,36,52,1.6162606126649113
7,47,36,51,51,40,48,8.569515030065865
9,7,3,48,4,32,21,2.938296786473173e-05
47,38,16,3,40,16,7,4.204136291679013
12,33,28,15,52,30,5,4.765634555744683
12,17,45,51,26,43,9,10.211364604945452
12,10,31,47,37,41,48,15.53283982115792
35,43,29,42,35,41,41,39.27334985434511
8,50,19,46,37,42,22,9.957058615410805
7,21,28,15,16,6,20,-21.179665949322086
39,22,5,3,39,52,46,0.008915795386571723
48,24,11,28,37,9,28,-10.587504833776876
3,12,4,45,5,44,42,0.00845488563658951
45,45,3,15,4,45,17,5.010401458360468e-05
17,18,48,5,27,29,33,10.726493395116636
10,11,28,24,36,43,33,3.304708763997032
34,47,49,3,12,51,11,4.204136291679013
46,25,20,3,21,11,40,4.204136291679013
15,33,24,6,37,34,44,12.160789723833492
43,42,52,42,52,37,16,19.606429945646074
13,31,40,35,50,19,32,16.736710021075734
6,26,8,24,25,8,41,-21.17989206060638
31,34,16,29,37,27,51,21.2955102263221
52,8,5,37,11,29,27,0.009796561580685155
33,27,4,6,39,23,40,5.006795894074047e-05
50,34,10,21,40,38,20,13.042815010991351
12,44,31,39,29,34,3,1.6135804287266797
49,31,18,35,41,4,8,5.015032711606205e-05
6,43,18,47,19,34,4,0.009218018859090168
3,21,19,20,21,23,47,-21.644100847438054
14,23,20,3,35,22,18,4.204136291679013
52,15,4,27,28,32,31,5.0104329894748075e-05
15,50,4,46,45,46,27,5.010488903451975e-05
28,17,7,10,29,45,21,-21.189503908246024
50,51,45,49,47,16,12,14.11401206995573
13,36,31,13,36,34,28,16.736710021075734
44,51,26,43,27,42,48,34.398755712165226
32,51,31,47,47,35,20,25.489059050572493
13,12,46,46,5,35,5,-21.17725809652688
36,52,45,11,41,33,49,4.865260069662167
34,49,4,6,4,41,33,5.006795894074047e-05
46,21,36,9,6,17,33,-10.588168162111598
9,14,37,44,47,38,7,1.6162606126649113
4,31,22,20,29,18,51,-21.1754204056832
25,34,22,32,37,18,48,24.109278857631157
49,39,36,29,9,19,42,15.082883440067592
49,34,14,41,40,31,7,7.470091691692863
46,48,33,15,20,34,30,23.942542885027816
41,16,48,22,40,26,43,33.754997919695725
25,47,18,45,6,44,28,-10.587713517599664
25,49,6,36,21,12,9,-21.19115027635347
25,5,3,8,8,46,32,5.0110987857469314e-05
22,17,47,21,43,14,3,1.613742560890421
25,51,16,13,32,42,31,20.345290067050367
24,4,42,13,11,15,6,6.216059883194997
33,18,19,49,8,33,17,-10.586875241975006
3,46,33,31,46,46,46,-21.644100847438054
34,26,33,35,34,50,5,4.76537257496956
50,49,29,26,24,10,39,13.041060871252911
38,11,11,22,32,45,38,14.40048773625008
33,4,14,38,51,51,4,3.737468319669171
37,45,9,12,43,37,37,-10.587510920119632
7,29,40,20,12,45,49,8.569515030065865
20,37,5,35,41,4,4,5.0150332728409867e-05
44,44,38,7,13,35,4,3.7381665876027266
8,32,19,32,26,47,7,7.4905938057401364
29,18,47,37,31,13,46,17.160926422821824
44,43,35,33,4,4,9,5.015032711606205e-05
40,42,5,44,34,35,41,0.009796561854034215
34,22,42,37,23,48,8,8.904110706873164
17,5,19,51,19,50,43,21.97341642211505
51,29,51,5,38,19,41,10.726493395116636
11,33,27,38,45,16,13,4.865260069662167
20,28,7,21,43,46,25,-21.18931343498791
40,22,41,46,46,51,46,46.98548075238925
7,16,49,20,14,32,42,8.569515030065865
11,7,12,27,47,50,12,4.865260069662167
12,13,4,45,4,35,32,5.00930613214731e-05
35,52,48,37,19,6,4,-21.177236857963468
46,36,20,33,35,38,16,19.60642992776551
6,37,5,34,13,5,32,5.01401431794076e-05
18,22,50,16,9,48,44,15.105269176054923
17,50,5,13,37,37,52,0.009796542880061982
36,24,43,16,9,18,46,15.082520763001527
17,41,41,41,38,48,29,22.31660581051547
10,44,15,11,38,14,44,3.304708763997032
4,32,51,17,34,52,25,-21.1754204056832
48,5,20,11,14,5,18,0.009356429065715259
25,5,19,28,23,52,10,11.39249494248589
14,18,34,25,15,18,43,17.92327142606223
12,25,27,46,37,13,34,14.895274453875292
14,41,41,43,40,21,11,12.913806484330317
15,36,12,21,34,12,20,15.585780091646175
21,33,9,44,30,42,35,-10.587505786501731
30,27,18,12,43,3,8,5.0149792379080594e-05
27,31,29,7,19,51,46,13.419275111682117
23,11,23,32,13,40,48,18.31031367756788
32,20,42,28,44,44,26,33.859530700138954
31,13,26,16,26,6,20,-21.189316026634884
49,50,9,42,5,40,25,-21.18931511924671
29,37,29,50,28,50,11,12.911388693816631
27,51,6,34,28,42,41,-21.189315015523928
39,20,22,33,28,31,49,29.62018843335976
24,47,23,14,35,52,4,3.7374021962438158
49,6,17,45,12,35,13,15.493363985733488
8,31,32,33,44,11,36,9.879290613036556
14,17,18,28,22,38,32,18.185422002680877
34,51,4,41,25,52,31,5.010432981924913e-05
25,18,8,4,36,26,6,-21.17811145593025
4,10,14,25,10,15,46,-21.1754204056832
36,3,11,31,21,35,11,12.887653345092078
37,26,35,29,41,50,44,43.867582237807376
26,3,40,41,5,32,15,-21.188105434022393
36,52,34,24,37,45,32,36.967299703492344
12,16,20,37,15,39,43,15.336003926788827
29,16,20,6,35,11,24,11.789866471287176
50,29,21,15,15,35,7,7.469990614610588
37,9,29,37,7,8,39,-21.189315577479462
48,5,42,19,36,33,37,24.896450883744958
19,7,37,33,29,19,29,24.1386773617122
29,38,38,35,39,36,31,38.28470860300241
24,8,30,5,17,11,23,10.73096158097074
47,20,34,16,35,35,42,26.006616866331814
10,47,44,25,15,44,3,1.6136475353016364
21,15,51,48,49,25,26,27.82315307174585
3,16,29,40,45,37,23,-21.644100847438054
30,12,22,8,16,52,8,8.90831440098479
3,34,43,43,19,17,52,-21.644100847438054
19,21,44,48,47,34,36,25.146662240792637
25,20,45,18,47,10,33,13.040756828637535
51,28,13,27,8,3,45,5.0104329843675254e-05
33,25,44,14,15,37,35,20.681444495055576
35,26,42,45,22,26,3,1.6137435310396253
31,13,42,3,24,46,5,4.477124341427263
24,45,48,13,48,27,40,21.759820460294875
9,33,18,5,50,32,28,1.6162606126649113
23,22,32,12,28,21,3,1.6138091427738086
43,15,17,32,25,3,23,5.0104334959506204e-05
9,39,20,46,15,43,29,1.6162606126649113
4,6,49,50,31,30,15,-21.1754204056832
52,16,49,39,29,33,52,39.63251907760998
12,46,46,36,22,16,19,15.361515023929893
18,4,14,25,25,20,38,18.57414148206995
30,31,44,31,50,5,37,0.009796561859625068
23,17,47,23,42,51,23,29.22727154802262
28,25,38,21,32,52,3,1.6137435080725064
30,49,13,29,43,37,41,17.156764883987623
5,52,18,14,13,38,18,-10.642264520520952
23,43,51,40,23,15,20,19.972006558724154
20,12,48,29,51,10,25,13.042818700784634
12,9,23,18,35,52,27,15.53885156638645
20,18,23,41,41,28,34,26.31410528027413
42,23,33,46,8,28,5,-10.666446023630714
44,27,7,22,42,13,7,-21.17723691320568
36,33,22,7,30,45,15,13.443815650117925
51,7,51,17,9,32,25,15.084104291183055
28,6,4,14,45,21,29,5.010449515806017e-05
7,40,43,15,24,34,9,8.058369707868033
26,44,42,42,12,11,44,14.10840475776713
51,11,20,16,8,49,8,-10.590845612811943
13,38,40,41,48,48,51,16.736710021075734
51,37,31,33,33,15,18,19.702687230705102
37,47,49,16,47,12,29,15.810357060324911
3,5,34,30,14,49,19,-21.644100847438054
46,38,5,39,47,19,50,0.009796561854037017
8,29,41,26,52,9,37,-10.587877253038634
5,25,14,8,18,17,19,-10.642264520520952
14,13,45,14,46,22,50,18.185422002680877
45,27,39,22,46,3,44,5.010433002176395e-05
9,9,28,47,48,28,50,1.6162606126649113
4,49,10,38,32,30,44,-21.1754204056832
7,43,17,49,3,19,19,-21.179743207150988
40,30,41,22,21,10,22,13.041144429225923
8,18,30,4,31,38,46,8.47278550088809
27,31,18,13,14,19,12,14.109136171716589
34,3,41,19,26,47,42,20.584248441657188
17,11,43,12,16,4,7,5.0149883178339134e-05
14,24,12,37,11,33,38,14.741763048131808
27,52,22,24,37,22,39,29.60891348981605
52,11,31,15,5,16,11,-21.185928596759315
39,38,19,46,41,31,22,25.31227813746213
8,29,35,41,24,35,9,8.920655764479461
21,24,26,7,49,37,15,13.443815650117925
46,33,39,7,36,10,22,12.22463086560909
11,6,8,19,11,19,21,-21.187780290707757
32,28,10,25,39,4,33,5.010432984101059e-05
33,37,28,31,8,17,12,-10.587022182383473
47,15,43,17,10,32,49,16.085609585770076
46,22,5,46,42,40,28,0.00979656183274128
50,11,37,38,45,50,25,31.31998591573501
20,10,3,37,51,40,51,5.010433268498936e-05
51,24,28,27,46,23,19,23.42691106758109
39,23,45,17,18,12,43,15.80758213256825
13,4,28,3,22,39,40,4.204136291679013
51,29,49,37,46,47,31,40.59181788611588
31,39,33,13,34,5,23,0.009796574603275088
6,21,9,25,45,48,33,7.109335307174162
18,35,45,31,7,18,48,-21.191870994701798
34,49,37,38,51,31,34,41.865860126639845
47,27,38,22,50,10,36,13.041091382564142
21,11,16,23,13,25,36,18.079329849828387
5,52,7,23,19,28,48,-21.188794676986795
8,14,31,4,10,21,24,8.47278550088809
29,48,33,24,49,30,10,11.391299754691556
20,50,42,49,25,41,15,18.378959637362136
49,4,18,7,48,21,50,13.419016229819311
25,27,4,32,23,36,44,5.010433148710972e-05
47,23,11,49,37,43,16,14.356445540398772
21,46,21,14,52,47,48,22.982495664585006
35,9,41,32,5,13,31,-21.188172203309467
32,33,20,32,47,34,49,26.90552753664647
31,26,31,38,28,51,8,8.904110706226234
19,10,11,52,32,13,39,13.962139516230263
4,26,18,15,51,30,44,-21.1754204056832
24,52,20,3,15,23,40,4.204136291679013
37,45,47,31,11,13,52,15.835303605428619
23,47,7,50,7,31,44,-21.189314929995884
13,42,47,48,46,45,44,16.736710021075734
28,14,8,47,38,33,50,-21.189315021599477
15,3,10,31,8,12,47,11.979087205229451
20,19,50,5,29,5,35,0.009793282434854743
38,19,25,37,7,23,24,-21.191876250246917
48,39,9,45,32,40,43,-10.587504838926666
15,17,17,30,51,24,44,19.465801325552107
37,18,6,23,37,19,36,-21.189315048194736
19,46,48,22,14,49,8,8.837891025426714
45,21,30,24,23,3,7,5.015032694308062e-05
6,27,31,36,23,7,15,-21.18149695955219
44,45,23,6,13,48,29,12.160789723833492
45,5,10,44,21,7,13,-21.18941246179226
43,36,44,10,25,37,21,3.304708763997032
23,48,20,6,36,12,44,12.160789723833492
41,4,51,40,50,40,32,23.45607560250566
8,18,49,37,22,24,6,6.216906732347932
35,11,7,51,38,49,18,-21.18932703792714
4,14,6,14,29,6,46,-21.203664835994207
24,37,40,42,34,18,52,24.108277572999217
47,35,44,13,23,9,6,-10.608088305543864
43,35,41,9,40,26,9,1.6162606126649113
37,37,21,11,35,26,44,4.865260069662167
45,5,43,45,29,8,39,-21.18931792918053
13,37,51,52,38,22,20,16.736710021075734
5,20,10,12,48,47,5,-10.669989999965077
13,34,21,6,46,52,11,11.726529219588679
24,40,9,32,33,39,26,-10.587504695701941
14,29,17,29,31,5,39,0.009796668747039362
5,50,35,19,29,26,7,-10.620329093781482
16,15,50,50,3,6,51,-21.189304540293104
34,8,35,3,26,38,34,4.204136291679013
32,16,47,43,44,19,35,25.513528273258082
44,49,8,45,17,28,27,-21.189315012967278
39,7,42,26,33,52,13,15.469226530670266
29,51,8,15,52,38,22,-21.189318325134877
48,48,33,11,12,42,40,4.865260069662167
27,23,50,23,37,37,50,34.45491906991404
41,43,32,3,30,8,51,-21.200566217409314
37,15,20,46,21,16,29,21.29540547564829
40,44,5,46,25,44,38,0.009796561854056189
39,44,37,12,19,20,51,20.486786033267492
23,51,48,26,44,23,6,6.215928352070578
13,22,14,36,23,36,17,16.197560503559053
39,29,48,50,18,51,35,24.68670871332043
18,50,27,15,16,24,51,21.41317040129005
17,29,29,17,23,42,41,22.36329596829651
33,43,12,28,12,43,18,15.283721838366844
27,40,14,8,5,27,37,-21.187918986568654
18,37,36,11,36,52,49,4.865260069662167
21,46,22,23,21,20,31,25.953235714350374
28,23,25,6,22,36,30,12.160789723833492
38,33,25,51,21,15,43,19.922504295672123
38,48,12,17,16,4,31,5.010433675937893e-05
30,6,11,23,19,27,43,14.399514154955193
29,19,48,11,13,4,41,4.693079594855717e-05
50,28,41,37,31,15,13,15.664254901021883
27,33,26,47,36,21,23,27.758053345401784
45,15,8,30,11,46,49,-21.189315024452174
34,3,11,14,16,28,37,14.387154112834727
17,28,48,6,45,16,29,12.160789723833492
27,25,16,26,47,10,44,13.041047021636366
18,29,23,20,46,7,9,-21.191151333156007
5,51,15,50,47,3,47,5.012396430112833e-05
46,8,28,19,5,44,23,-21.18804601785606
25,3,17,20,10,26,48,15.953842672887953
49,3,21,34,25,42,16,19.812231054242773
43,44,5,49,51,16,38,0.009796561854056189
20,38,30,44,22,49,50,26.378779852770847
33,10,18,24,6,4,42,5.0104328313600244e-05
6,45,36,48,25,49,21,0.009885207023657526
44,32,24,32,38,34,43,32.43708860731813
49,9,45,39,14,10,14,12.89289836291419
34,34,18,40,9,26,35,15.082883958825514
28,22,34,25,4,32,10,-21.191150273200364
24,43,25,49,44,12,47,15.807706941906986
11,14,23,3,38,44,4,3.3111985967652124
37,35,47,40,26,15,16,18.81595680951825
45,49,49,22,42,44,16,19.60610391044969
45,4,4,45,41,20,5,5.015045045892179e-05
30,45,28,7,25,11,6,6.220149501791427
40,50,49,6,41,29,24,12.160789723833492
52,31,8,21,18,36,16,-21.18929965128581
